Storm identification number,storm name, MMDDHH, year, latitude (deg N), longitude (deg W), maximum wind speed (kt), minimum central pressure (hPa), radius of maximum wind speed (nm), eye diameter (nm), pressure of the outer closed isobar (hPa),radius of the outer closed isobar (nm),NE(34),SE(34),SW(34),NW(34),NE(50),SE(50),SW(50),NW(50),NE(64),SE(64),SW(64),NW(64),Storm type code,Distance to landmass (km)
AL0988,HELENE,092312,1988,14.7,45.5,120,939,-99,10,1012,260,150,125,125,150,75,75,75,75,50,50,50,50,*,1326
AL0988,HELENE,092318,1988,15.3,46.1,125,938,-99,10,1008,185,150,125,125,150,75,75,75,75,50,50,50,50,*,1344
AL0988,HELENE,092400,1988,15.9,46.9,120,940,-99,-99,1008,200,150,125,125,150,75,75,75,75,50,50,50,50,*,1357
AL0988,HELENE,092406,1988,16.6,47.5,120,944,-99,-99,1008,195,120,100,100,120,70,70,70,70,50,50,50,50,*,1398
AL0988,HELENE,092412,1988,17.4,48,115,948,-99,25,1012,245,120,100,100,120,70,70,70,70,50,50,50,50,*,1455
AL0988,HELENE,092418,1988,18.1,48.5,110,954,-99,25,1012,160,120,100,100,120,70,70,70,70,50,50,50,50,*,1502
AL0988,HELENE,092500,1988,18.7,48.9,100,959,-99,-99,1012,325,120,100,100,120,70,70,70,70,50,50,50,50,*,1547
AL0988,HELENE,092506,1988,19.4,49,100,963,-99,25,-99,-99,120,100,100,120,70,70,70,70,50,50,50,50,*,1603
AL0988,HELENE,092512,1988,20,49.1,95,966,-99,-99,1012,185,100,100,100,100,50,50,50,50,25,25,25,25,*,1634
AL0988,HELENE,092518,1988,20.9,49.3,90,968,-99,-99,1012,220,100,100,100,100,50,50,50,50,25,25,25,25,*,1680
AL0988,HELENE,092600,1988,22.2,49.5,85,971,-99,-99,1012,260,100,100,100,100,50,50,50,50,25,25,25,25,*,1744
AL0988,HELENE,092606,1988,23.4,49.7,85,973,-99,-99,-99,-99,100,100,100,100,60,60,60,60,25,25,25,25,*,1755
AL0988,HELENE,092612,1988,24.5,49.9,80,975,-99,-99,1012,145,100,100,100,100,50,50,50,50,25,25,25,25,*,1774
AL0988,HELENE,092618,1988,25.8,50.3,80,976,-99,-99,1012,240,100,100,100,100,50,50,50,50,25,25,25,25,*,1792
AL0988,HELENE,092700,1988,27.1,51.1,75,977,-99,-99,1012,170,100,100,100,100,50,50,50,50,25,25,25,25,*,1788
AL0988,HELENE,092706,1988,28.2,51.9,75,979,-99,-99,-99,-99,70,70,70,70,40,40,40,40,25,25,25,25,*,1788
AL0988,HELENE,092712,1988,29.8,52,75,979,-99,-99,1012,185,70,70,70,70,40,40,40,40,25,25,25,25,*,1880
AL0988,HELENE,092718,1988,30.9,51.9,75,979,-99,-99,1012,195,70,70,70,70,40,40,40,40,25,25,25,25,*,1759
AL0988,HELENE,092800,1988,31.9,51.5,75,979,-99,-99,1012,210,70,70,70,70,40,40,40,40,25,25,25,25,*,1650
AL0988,HELENE,092806,1988,32.8,51,80,977,-99,20,1012,300,70,70,70,70,40,40,40,40,25,25,25,25,*,1555
AL0988,HELENE,092812,1988,33.5,50.3,80,975,-99,-99,1012,305,70,70,70,70,40,40,40,40,25,25,25,25,*,1486
AL0988,HELENE,092818,1988,34.7,49.5,85,972,-99,-99,1012,330,70,70,70,70,40,40,40,40,25,25,25,25,*,1367
AL0988,HELENE,092900,1988,36.1,48.5,90,970,-99,30,1012,320,100,100,100,100,75,75,75,75,50,50,50,50,*,1239
AL0988,HELENE,092906,1988,38,46.5,90,970,-99,20,1012,270,100,100,100,100,75,75,75,75,50,50,50,50,*,1108
AL0988,HELENE,092912,1988,40.2,44.4,85,973,-99,-99,1008,305,100,100,100,100,75,75,75,75,50,50,50,50,*,1007
AL0988,HELENE,092918,1988,42.9,42,75,979,-99,-99,1004,230,150,150,150,150,75,75,75,75,50,50,50,50,*,972
AL0988,HELENE,093000,1988,46.2,38.8,65,985,-99,-99,1000,120,200,200,200,200,75,75,75,75,50,50,50,50,*,1075
AL0988,HELENE,093006,1988,50.2,34.5,65,990,-99,-99,-99,-99,200,200,200,200,75,75,75,75,50,50,50,50,*,1350
AL0988,HELENE,093012,1988,55,30,60,992,-99,-99,-99,-99,300,300,300,300,100,100,100,100,0,0,0,0,E,1298
AL1088,ISAAC,092818,1988,9,45.5,25,1009,-99,-99,1008,270,0,0,0,0,0,0,0,0,0,0,0,0,*,838
AL1088,ISAAC,092900,1988,9.1,47,25,1008,-99,-99,1008,220,0,0,0,0,0,0,0,0,0,0,0,0,*,736
AL1088,ISAAC,092906,1988,9.3,48.7,25,1007,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,639
AL1088,ISAAC,092912,1988,9.5,50,25,1007,-99,-99,1012,185,0,0,0,0,0,0,0,0,0,0,0,0,*,572
AL1088,ISAAC,092918,1988,9.6,51.3,30,1006,-99,-99,1012,350,0,0,0,0,0,0,0,0,0,0,0,0,*,519
AL1088,ISAAC,093000,1988,9.8,52.2,30,1006,-99,-99,1010,200,0,0,0,0,0,0,0,0,0,0,0,0,*,497
AL1088,ISAAC,093006,1988,10.2,53.1,30,1006,-99,-99,1008,175,0,0,0,0,0,0,0,0,0,0,0,0,*,510
AL1088,ISAAC,093012,1988,10.8,54.5,30,1005,-99,-99,1008,125,0,0,0,0,0,0,0,0,0,0,0,0,*,557
AL1088,ISAAC,093018,1988,11.4,56,35,1005,-99,-99,-99,-99,30,30,30,30,0,0,0,0,0,0,0,0,*,509
AL1088,ISAAC,100100,1988,11.8,57.7,40,1005,-99,-99,-99,-99,50,50,25,25,0,0,0,0,0,0,0,0,*,376
AL1088,ISAAC,100106,1988,12,59.5,35,1005,-99,-99,1008,115,50,50,50,50,0,0,0,0,0,0,0,0,*,211
AL1088,ISAAC,100112,1988,12,61.2,30,1006,-99,-99,1008,85,0,0,0,0,0,0,0,0,0,0,0,0,*,135
AL1188,JOAN,101018,1988,8.9,42.2,25,1010,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,1125
AL1188,JOAN,101100,1988,9.5,43.6,30,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,1034
AL1188,JOAN,101106,1988,10.1,45,35,1005,-99,-99,1008,150,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,963
AL1188,JOAN,101112,1988,10.7,46.4,40,1003,-99,-99,1012,180,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,917
AL1188,JOAN,101118,1988,11.2,47.9,45,1000,-99,-99,-99,-99,50,50,25,50,0,0,0,0,0,0,0,0,*,859
AL1188,JOAN,101200,1988,11.5,49,50,999,-99,-99,1008,150,50,50,25,50,-99,-99,-99,-99,0,0,0,0,*,819
AL1188,JOAN,101206,1988,11.8,50.1,45,1000,-99,-99,1008,85,50,50,25,50,0,0,0,0,0,0,0,0,*,796
AL1188,JOAN,101212,1988,12.1,51.3,45,1003,-99,-99,1012,160,50,50,50,50,0,0,0,0,0,0,0,0,*,770
AL1188,JOAN,101218,1988,12.3,52.5,40,1006,-99,-99,1008,130,50,50,50,50,0,0,0,0,0,0,0,0,*,752
AL1188,JOAN,101300,1988,12.4,53.8,40,1007,-99,-99,1008,95,50,50,50,50,0,0,0,0,0,0,0,0,*,742
AL1188,JOAN,101306,1988,12.5,54.9,40,1007,-99,-99,1008,100,50,50,50,50,0,0,0,0,0,0,0,0,*,678
AL1188,JOAN,101312,1988,12.6,56,40,1006,39,-99,-99,-99,75,50,25,50,0,0,0,0,0,0,0,0,*,580
AL1188,JOAN,101318,1988,12.7,57.1,40,1005,40,-99,1009,95,75,50,25,50,0,0,0,0,0,0,0,0,*,474
AL1188,JOAN,101400,1988,12.6,58.3,40,1003,41,-99,1008,100,75,50,25,50,0,0,0,0,0,0,0,0,*,355
AL1188,JOAN,101406,1988,12.4,59.4,40,1002,41,-99,1008,110,40,40,30,30,0,0,0,0,0,0,0,0,*,249
AL1188,JOAN,101412,1988,12.2,60,45,1001,42,-99,1008,70,50,25,25,50,0,0,0,0,0,0,0,0,*,190
AL1188,JOAN,101418,1988,12,60.8,45,1001,44,-99,1008,90,50,25,25,50,0,0,0,0,0,0,0,0,*,135
AL1188,JOAN,101500,1988,12.1,61.5,45,1003,45,-99,1008,100,50,25,25,50,0,0,0,0,0,0,0,0,*,151
AL1188,JOAN,101506,1988,12.1,62.8,45,1004,46,-99,1008,110,50,25,25,50,0,0,0,0,0,0,0,0,*,156
AL1188,JOAN,101512,1988,12,63.8,45,1004,47,-99,1008,90,75,25,25,50,0,0,0,0,0,0,0,0,*,144
AL1188,JOAN,101518,1988,11.9,64.9,45,1003,49,-99,1008,210,75,25,25,50,0,0,0,0,0,0,0,0,*,166
AL1188,JOAN,101600,1988,12,66.1,45,1002,44,-99,1008,180,75,25,25,50,0,0,0,0,0,0,0,0,*,156
AL1188,JOAN,101606,1988,12,67.2,50,1001,24,-99,1008,220,50,0,0,50,-99,-99,-99,-99,0,0,0,0,*,158
AL1188,JOAN,101612,1988,11.9,68.2,50,1000,19,-99,1008,80,50,0,0,50,-99,-99,-99,-99,0,0,0,0,*,75
AL1188,JOAN,101618,1988,12,69.2,50,999,20,-99,-99,-99,50,0,0,50,-99,-99,-99,-99,0,0,0,0,*,52
AL1188,JOAN,101700,1988,12,70.2,55,998,24,-99,1008,60,50,25,25,50,-99,-99,-99,-99,0,0,0,0,*,-4
AL1188,JOAN,101706,1988,12,71.2,55,997,50,18,1008,160,50,25,25,50,10,0,0,10,0,0,0,0,*,-8
AL1188,JOAN,101712,1988,11.9,72.1,60,995,56,-99,1008,90,50,25,25,50,10,0,0,10,0,0,0,0,*,-3
AL1188,JOAN,101718,1988,11.8,73,60,993,23,-99,1004,70,65,25,25,65,10,0,0,10,0,0,0,0,*,42
AL1188,JOAN,101800,1988,11.8,74,65,990,17,20,1008,230,75,50,50,75,40,20,20,40,20,0,0,20,*,69
AL1188,JOAN,101806,1988,11.7,75,70,987,16,15,-99,-99,75,50,50,75,40,20,20,40,20,0,0,20,*,79
AL1188,JOAN,101812,1988,11.5,75.8,75,984,15,-99,1008,180,75,50,50,75,40,20,20,40,20,0,0,20,*,102
AL1188,JOAN,101818,1988,11.3,76.5,80,980,14,20,1008,260,75,50,50,75,50,25,25,50,20,0,0,20,*,141
AL1188,JOAN,101900,1988,11.2,77.2,90,976,13,10,1008,300,75,50,50,75,50,25,25,50,20,20,20,20,*,201
AL1188,JOAN,101906,1988,11.3,77.8,95,970,13,7,1008,160,75,50,50,75,50,25,25,50,20,20,20,20,*,226
AL1188,JOAN,101912,1988,11.4,78.3,105,960,13,-99,1008,150,75,50,50,75,50,25,25,50,20,20,20,20,*,225
AL1188,JOAN,101918,1988,11.3,78.9,110,953,13,6,1004,150,100,50,50,100,50,25,25,50,20,20,20,20,*,199
AL1188,JOAN,102000,1988,11.3,79.3,105,956,13,10,1004,110,100,50,50,100,50,25,25,50,20,20,20,20,*,190
AL1188,JOAN,102006,1988,11.1,79.8,85,967,14,10,1008,190,100,50,50,100,50,25,25,50,15,15,15,15,*,170
AL1188,JOAN,102012,1988,11.1,79.5,70,971,15,7,1008,140,100,50,50,100,50,35,35,50,15,15,15,15,*,167
AL1188,JOAN,102018,1988,11.3,79.9,70,973,17,10,1004,100,100,50,50,100,50,35,35,50,15,15,15,15,*,194
AL1188,JOAN,102100,1988,11.5,80.3,75,972,23,10,1004,120,100,50,50,100,50,35,35,50,15,15,15,15,*,229
AL1188,JOAN,102106,1988,11.5,80.7,90,970,28,-99,1004,110,100,50,50,100,50,35,35,50,-99,-99,-99,-99,*,249
AL1188,JOAN,102112,1988,11.6,81.2,100,964,20,20,1008,190,100,75,75,100,50,50,50,50,40,25,25,40,*,261
AL1188,JOAN,102118,1988,11.8,81.8,110,952,14,13,1008,130,125,75,75,125,75,50,50,75,40,25,25,40,*,206
AL1188,JOAN,102200,1988,11.9,82.5,120,937,10,17,1008,180,125,100,75,125,75,75,50,75,50,50,30,50,*,130
AL1188,JOAN,102206,1988,11.9,83.2,125,932,-99,20,1008,220,125,100,75,125,75,75,50,75,50,50,30,50,*,56
AL1188,JOAN,102212,1988,11.9,83.9,120,936,-99,-99,1008,170,75,75,50,50,25,25,25,25,-99,-99,-99,-99,*,-18
AL1188,JOAN,102218,1988,12,85,70,983,-99,-99,1008,150,50,50,50,50,-99,-99,-99,-99,-99,-99,-99,-99,*,-132
AL1188,JOAN,102300,1988,12.1,85.9,55,993,-99,-99,1008,190,50,50,50,50,-99,-99,-99,-99,0,0,0,0,*,-72
AL1188,JOAN,102306,1988,12.2,86.8,45,1000,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,-12
AL1288,KEITH,111718,1988,14.9,74.3,30,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,349
AL1288,KEITH,111800,1988,15,75.5,30,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,320
AL1288,KEITH,111806,1988,15,76.5,30,1008,-99,-99,1008,90,0,0,0,0,0,0,0,0,0,0,0,0,*,309
AL1288,KEITH,111812,1988,15,77.7,30,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,305
AL1288,KEITH,111818,1988,15,79,30,1008,-99,-99,1008,210,0,0,0,0,0,0,0,0,0,0,0,0,*,341
AL1288,KEITH,111900,1988,15,79.9,30,1007,-99,-99,1008,120,0,0,0,0,0,0,0,0,0,0,0,0,*,354
AL1288,KEITH,111906,1988,15.1,80.4,30,1007,-99,-99,1008,90,0,0,0,0,0,0,0,0,0,0,0,0,*,301
AL1288,KEITH,111912,1988,15.2,81.2,30,1007,-99,-99,1010,210,0,0,0,0,0,0,0,0,0,0,0,0,*,216
AL1288,KEITH,111918,1988,15.5,81.8,30,1006,-99,-99,1008,110,0,0,0,0,0,0,0,0,0,0,0,0,*,160
AL1288,KEITH,112000,1988,15.8,82.6,30,1005,-99,-99,1008,160,0,0,0,0,0,0,0,0,0,0,0,0,*,110
AL1288,KEITH,112006,1988,16.3,83.4,35,1004,-99,-99,1008,180,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,102
AL1288,KEITH,112012,1988,17.8,84.5,40,1002,-99,-99,1008,100,100,25,25,100,0,0,0,0,0,0,0,0,*,216
AL1288,KEITH,112018,1988,19.1,85.4,45,997,59,-99,1008,160,100,25,25,100,0,0,0,0,0,0,0,0,*,218
AL1288,KEITH,112100,1988,19.8,86.1,60,985,56,-99,1008,170,150,75,75,100,150,75,75,100,0,0,0,0,*,134
AL1288,KEITH,112106,1988,20.7,86.6,60,993,58,-99,1012,260,150,75,75,100,100,50,50,75,0,0,0,0,*,38
AL1288,KEITH,112112,1988,21.8,87,60,993,64,-99,1012,270,125,75,75,125,100,50,50,100,0,0,0,0,*,33
AL1288,KEITH,112118,1988,22.4,87.2,60,990,60,-99,1012,230,125,100,75,250,100,50,50,100,0,0,0,0,*,97
AL1288,KEITH,112200,1988,23.1,87,60,993,67,-99,1012,250,125,100,75,250,100,50,50,100,0,0,0,0,*,177
AL1288,KEITH,112206,1988,23.8,86.8,55,995,70,-99,1012,260,150,100,75,150,100,50,50,100,0,0,0,0,*,256
AL1288,KEITH,112212,1988,24.4,86.2,55,995,76,-99,1014,310,175,150,75,150,100,50,50,100,0,0,0,0,*,295
AL1288,KEITH,112218,1988,25.5,85.1,55,993,79,-99,1012,210,175,100,175,150,100,50,50,100,0,0,0,0,*,308
AL1288,KEITH,112300,1988,26.5,84.2,55,994,73,-99,1012,230,175,100,175,150,50,25,25,50,0,0,0,0,*,178
AL1288,KEITH,112306,1988,27.3,82.8,55,995,73,-99,1012,250,175,175,125,175,100,100,100,100,0,0,0,0,*,22
AL1288,KEITH,112312,1988,27.9,81.3,35,999,80,-99,1012,270,150,150,25,25,0,0,0,0,0,0,0,0,*,-76
AL1288,KEITH,112318,1988,28.9,79.8,40,998,82,-99,1012,320,150,150,100,100,0,0,0,0,0,0,0,0,*,90
AL1288,KEITH,112400,1988,29.7,77.7,50,995,84,-99,1008,240,150,150,100,100,-99,-99,-99,-99,0,0,0,0,*,312
AL1288,KEITH,112406,1988,31,75.2,55,992,87,-99,1008,350,150,150,100,150,-99,-99,-99,-99,0,0,0,0,*,424
AL1288,KEITH,112412,1988,32.5,70.5,60,990,-99,-99,1008,400,200,300,150,250,-99,-99,-99,-99,0,0,0,0,*,595
AL1288,KEITH,112418,1988,34,66,55,985,-99,-99,-99,-99,300,300,150,250,75,0,0,75,0,0,0,0,E,921
AL1288,KEITH,112500,1988,36,60,50,982,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,E,957
AL1288,KEITH,112506,1988,39,54,50,976,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,E,856
AL1288,KEITH,112512,1988,40,49,50,964,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,E,815
AL1288,KEITH,112518,1988,44,45,55,960,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,E,700
AL1288,KEITH,112600,1988,48,43,65,950,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,E,732
AL1288,KEITH,112606,1988,52,42,65,945,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,E,864
AL1288,KEITH,112612,1988,52.5,44,65,945,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,E,755
AL1288,KEITH,112618,1988,52,46,65,950,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,E,608
AL0289,ALLISON,062418,1989,27,96,30,1008,-99,-99,1008,90,0,0,0,0,0,0,0,0,0,0,0,0,*,137
AL0289,ALLISON,062500,1989,27,96,30,1006,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,137
AL0289,ALLISON,062506,1989,27.2,96,30,1005,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,126
AL0289,ALLISON,062512,1989,27.4,95.9,30,1005,-99,-99,1008,100,0,0,0,0,0,0,0,0,0,0,0,0,*,116
AL0289,ALLISON,062518,1989,27.6,95.8,30,1005,-99,-99,1008,70,0,0,0,0,0,0,0,0,0,0,0,0,*,105
AL0289,ALLISON,062600,1989,27.8,95.8,35,1004,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,89
AL0289,ALLISON,062606,1989,28.1,95.8,35,1004,-99,-99,1008,70,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,63
AL0289,ALLISON,062612,1989,28.6,95.7,40,1003,-99,-99,1008,170,125,125,0,0,0,0,0,0,0,0,0,0,*,16
AL0289,ALLISON,062618,1989,29.1,95.7,45,1001,-99,-99,1004,50,0,125,0,0,0,0,0,0,0,0,0,0,*,-38
AL0289,ALLISON,062700,1989,29.7,95.7,45,999,-99,-99,1004,70,0,100,0,0,0,0,0,0,0,0,0,0,*,-83
AL0289,ALLISON,062706,1989,30.2,95.3,35,1000,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,-92
AL0289,ALLISON,062712,1989,30.6,94.9,30,1002,-99,-99,1008,240,0,0,0,0,0,0,0,0,0,0,0,0,*,-115
AL0289,ALLISON,062718,1989,30.9,94.6,30,1004,-99,-99,1008,120,0,0,0,0,0,0,0,0,0,0,0,0,*,-136
AL0289,ALLISON,062800,1989,31.1,94.2,30,1004,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-153
AL0289,ALLISON,062806,1989,31.1,93.9,30,1005,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-150
AL0289,ALLISON,062812,1989,31,93.7,30,1006,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-137
AL0289,ALLISON,062818,1989,30.6,93.8,25,1007,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-94
AL0289,ALLISON,062900,1989,30.5,94.2,25,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-87
AL0289,ALLISON,062906,1989,30.3,94.6,25,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-73
AL0289,ALLISON,062912,1989,30.1,95,25,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-69
AL0289,ALLISON,062918,1989,29.8,95.2,25,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-51
AL0289,ALLISON,063000,1989,29.6,95.3,20,1009,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-46
AL0289,ALLISON,063006,1989,29.7,95.7,20,1010,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-83
AL0289,ALLISON,063012,1989,30.4,95.7,20,1011,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-132
AL0289,ALLISON,063018,1989,31.1,95.5,20,1010,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-190
AL0289,ALLISON,070100,1989,31.8,95.1,20,1010,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-246
AL0289,ALLISON,070106,1989,32.3,94.5,20,1010,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-289
AL0289,ALLISON,070112,1989,32.8,93.8,20,1010,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,E,-337
AL0389,BARRY,070918,1989,12.8,37.8,25,1015,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,1762
AL0389,BARRY,071000,1989,13,39.9,25,1015,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,1592
AL0389,BARRY,071006,1989,13.9,42.1,25,1014,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,1488
AL0389,BARRY,071012,1989,15,44.6,30,1013,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,1413
AL0389,BARRY,071018,1989,16.3,46.9,30,1013,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,1396
AL0389,BARRY,071100,1989,17.7,48.2,35,1012,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,1475
AL0389,BARRY,071106,1989,18.8,49.2,40,1011,-99,-99,1012,40,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,1546
AL0389,BARRY,071112,1989,19.8,50.4,40,1010,-99,-99,1012,100,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,1514
AL0389,BARRY,071118,1989,20.7,51.8,40,1007,-99,-99,1012,100,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,1476
AL0389,BARRY,071200,1989,21.4,53.1,45,1005,-99,-99,1016,190,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,1361
AL0389,BARRY,071206,1989,22.1,53.9,45,1005,-99,-99,1012,160,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,1301
AL0389,BARRY,071212,1989,22.8,54.4,45,1005,-99,-99,1016,100,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,1278
AL0389,BARRY,071218,1989,23.5,54.9,40,1008,-99,-99,1016,100,60,30,30,30,0,0,0,0,0,0,0,0,*,1261
AL0389,BARRY,071300,1989,23.8,55.4,40,1012,-99,-99,1016,90,75,50,50,50,0,0,0,0,0,0,0,0,*,1231
AL0389,BARRY,071306,1989,24,56,35,1014,-99,-99,1016,300,100,50,50,50,0,0,0,0,0,0,0,0,*,1188
AL0389,BARRY,071312,1989,23.9,56.6,35,1016,-99,-99,1016,240,100,100,50,50,0,0,0,0,0,0,0,0,*,1130
AL0389,BARRY,071318,1989,23.7,57.4,30,1017,-99,-99,1016,120,0,0,0,0,0,0,0,0,0,0,0,0,*,1049
AL0389,BARRY,071400,1989,23.3,58.1,30,1018,-99,-99,1016,110,0,0,0,0,0,0,0,0,0,0,0,0,*,965
AL0489,CHANTAL,073012,1989,22.5,90,20,1011,-99,-99,1012,140,0,0,0,0,0,0,0,0,0,0,0,0,*,152
AL0489,CHANTAL,073018,1989,23.5,90.2,25,1010,-99,-99,1012,80,0,0,0,0,0,0,0,0,0,0,0,0,*,264
AL0489,CHANTAL,073100,1989,24.4,90.5,30,1009,-99,-99,1008,30,0,0,0,0,0,0,0,0,0,0,0,0,*,369
AL0489,CHANTAL,073106,1989,25.4,91,35,1004,-99,-99,1012,150,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,412
AL0489,CHANTAL,073112,1989,26.2,91.7,50,995,-99,-99,1012,120,100,100,75,75,50,50,25,25,0,0,0,0,*,334
AL0489,CHANTAL,073118,1989,27.1,92.2,55,993,-99,-99,1012,150,100,100,75,75,50,50,25,25,0,0,0,0,*,261
AL0489,CHANTAL,080100,1989,27.9,92.8,65,991,-99,-99,1008,120,100,100,75,75,50,50,25,25,25,25,0,0,*,197
AL0489,CHANTAL,080106,1989,28.7,93.5,70,987,-99,-99,1012,210,125,125,75,75,75,75,25,25,25,25,0,0,*,119
AL0489,CHANTAL,080112,1989,29.5,94.3,70,984,-99,-99,1008,150,0,100,0,0,0,25,0,0,-99,-99,-99,-99,*,20
AL0489,CHANTAL,080118,1989,30.2,95.2,50,993,-99,-99,1008,80,25,100,25,25,-99,-99,-99,-99,0,0,0,0,*,-87
AL0489,CHANTAL,080200,1989,30.8,96.1,35,1000,-99,-99,1008,90,-99,-99,-99,-99,0,0,0,0,0,0,0,0,*,-191
AL0489,CHANTAL,080206,1989,31.5,96.9,25,1004,-99,-99,1008,80,0,0,0,0,0,0,0,0,0,0,0,0,*,-300
AL0489,CHANTAL,080212,1989,32.3,97.5,20,1007,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,-404
AL0489,CHANTAL,080218,1989,33.3,98,20,1008,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,-520
AL0489,CHANTAL,080300,1989,34.5,98.5,20,1009,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,*,-656
AL0589,DEAN,073106,1989,14.8,41.8,25,1010,-99,-99,1012,180,0,0,0,0,0,0,0,0,0,0,0,0,*,1585
AL0589,DEAN,073112,1989,15,44.1,25,1009,-99,-99,1012,90,0,0,0,0,0,0,0,0,0,0,0,0,*,1448
AL0589,DEAN,073118,1989,15.1,46,30,1008,-99,-99,1012,90,0,0,0,0,0,0,0,0,0,0,0,0,*,1331
AL0589,DEAN,080100,1989,15.4,47.6,30,1006,-99,-99,1012,120,0,0,0,0,0,0,0,0,0,0,0,0,*,1273
AL0589,DEAN,080106,1989,15.8,49.3,35,1004,-99,-99,1012,120,50,50,50,50,0,0,0,0,0,0,0,0,*,1234
AL0589,DEAN,080112,1989,16.1,51.1,40,1002,-99,-99,1012,180,50,50,50,50,0,0,0,0,0,0,0,0,*,1198
AL0589,DEAN,080118,1989,16.4,52.9,45,1000,-99,-99,1012,220,50,50,50,50,0,0,0,0,0,0,0,0,*,1074
AL0589,DEAN,080200,1989,16.6,54.6,50,998,-99,-99,1012,230,50,50,50,50,-99,-99,-99,-99,0,0,0,0,*,945
AL0589,DEAN,080206,1989,16.9,56.4,60,996,-99,-99,1012,130,50,50,50,50,25,25,0,0,0,0,0,0,*,840
AL0589,DEAN,080212,1989,17.3,58.1,65,994,15,10,1012,170,50,50,50,50,30,30,30,30,15,15,15,15,*,787
AL0589,DEAN,080218,1989,17.9,59.5,70,992,17,20,1012,160,50,50,50,50,30,30,30,30,20,20,20,20,*,656
